Order_ID,Customer_ID,Order_Date,Order_Time,City,Area,Restaurant,Food_Item,Category,Quantity,Price,Delivery_Time_Min,Payment_Mode,Rating
O810,C6165,2025-04-28,21:40,Coimbatore,Tambaram,SS Hyderabad,Parotta,Veg,1,270,55,Card,4.3
O811,C2368,2025-10-12,18:29,Chennai,Tambaram,A2B,Dosa,Veg,1,474,18,UPI,3.4
O812,C5885,2025-01-01,10:40,Trichy,T Nagar,KFC,Noodles,Non-Veg,5,178,17,UPI,4.3
O813,C2371,2025-08-12,10:32,Madurai,T Nagar,A2B,Meals,Veg,3,330,17,UPI,3.1
O814,C4561,2025-09-02,22:32,Chennai,Anna Nagar,Burger King,Pizza,Veg,2,463,30,Card,4.4
O815,C6068,2025-05-16,03:57,Salem,Tambaram,SS Hyderabad,Biryani,Veg,5,263,56,Cash,4.5
O816,C9106,2025-09-28,06:14,Coimbatore,T Nagar,SS Hyderabad,Sandwich,Veg,2,356,15,Cash,4.1
O817,C3328,2025-08-23,11:34,Coimbatore,T Nagar,SS Hyderabad,Meals,Non-Veg,3,332,20,UPI,4.2
O818,C9061,2025-09-29,10:07,Chennai,Anna Nagar,SS Hyderabad,Dosa,Veg,2,125,40,UPI,4.9
O819,C2711,2025-10-07,04:13,Chennai,T Nagar,Burger King,Pizza,Non-Veg,4,315,20,UPI,4.7
O820,C9589,2025-07-16,13:06,Madurai,Anna Nagar,Dominos,Sandwich,Non-Veg,1,165,18,UPI,3.6
O821,C3202,2025-02-28,14:33,Coimbatore,Tambaram,A2B,Meals,Non-Veg,1,243,52,Card,3.8
O822,C5828,2025-09-29,10:11,Coimbatore,Tambaram,Dominos,Biryani,Non-Veg,5,260,23,UPI,3.2
O823,C6274,2025-01-08,11:06,Chennai,Anna Nagar,KFC,Pizza,Non-Veg,5,157,48,Card,3.5
O824,C8373,2025-07-05,02:37,Madurai,T Nagar,Dominos,Fried Rice,Non-Veg,3,338,38,Card,4.3
O825,C5556,2025-08-03,21:44,Madurai,T Nagar,Dominos,Sandwich,Non-Veg,3,420,48,UPI,4.7
O826,C9536,2025-03-09,13:21,Coimbatore,Tambaram,A2B,Dosa,Veg,1,485,50,Cash,3.3
O827,C9413,2025-03-18,13:36,Salem,Porur,KFC,Fried Rice,Non-Veg,4,161,19,UPI,3.4
O828,C6091,2025-08-21,15:18,Trichy,Velachery,KFC,Sandwich,Non-Veg,5,383,30,Card,3.1
O829,C6000,2025-11-21,07:21,Madurai,Velachery,Burger King,Dosa,Non-Veg,4,214,39,Cash,3.9
O830,C1337,2025-05-26,11:38,Trichy,Porur,SS Hyderabad,Dosa,Non-Veg,4,203,42,Cash,3.3
O831,C4526,2025-02-28,00:55,Salem,T Nagar,A2B,Parotta,Veg,4,232,60,UPI,5.0
O832,C1690,2025-02-03,02:09,Coimbatore,Porur,Burger King,Biryani,Non-Veg,4,373,27,Cash,4.4
O833,C5837,2025-12-14,17:28,Salem,Anna Nagar,KFC,Parotta,Non-Veg,3,85,43,Card,4.7
O834,C5383,2025-12-28,05:43,Coimbatore,Anna Nagar,KFC,Meals,Veg,1,441,24,Cash,4.3
O835,C2120,2025-06-02,20:06,Salem,Porur,SS Hyderabad,Meals,Non-Veg,5,122,42,UPI,4.1
O836,C7730,2025-09-24,02:05,Salem,Porur,SS Hyderabad,Pizza,Non-Veg,5,488,18,UPI,3.2
O837,C5689,2025-01-02,18:17,Chennai,T Nagar,Dominos,Burger,Non-Veg,1,216,17,UPI,4.7
O838,C7627,2025-09-28,21:46,Madurai,T Nagar,Dominos,Sandwich,Veg,1,291,19,Cash,4.8
O839,C7579,2025-01-20,12:20,Trichy,Tambaram,A2B,Fried Rice,Veg,5,268,21,Card,4.7
O840,C8079,2025-09-18,02:10,Madurai,Velachery,A2B,Dosa,Non-Veg,2,481,34,Cash,4.4
O841,C5411,2025-01-01,17:58,Trichy,Porur,SS Hyderabad,Chicken 65,Veg,3,208,38,Cash,3.8
O842,C2661,2025-01-20,17:29,Salem,Anna Nagar,SS Hyderabad,Meals,Veg,2,370,50,Card,3.8
O843,C2982,2025-05-03,12:06,Chennai,Porur,KFC,Parotta,Veg,3,108,36,UPI,5.0
O844,C9250,2025-09-30,16:46,Chennai,Velachery,Dominos,Biryani,Veg,5,335,33,UPI,4.3
O845,C2468,2025-03-18,11:57,Salem,T Nagar,Dominos,Burger,Veg,5,229,38,Card,4.6
O846,C7350,2025-12-08,07:44,Trichy,Porur,SS Hyderabad,Pizza,Veg,5,408,19,Cash,4.7
O847,C6340,2025-07-16,21:07,Madurai,T Nagar,Burger King,Biryani,Veg,2,465,43,UPI,3.8
O848,C8676,2025-09-03,09:01,Chennai,Anna Nagar,Dominos,Dosa,Non-Veg,1,405,42,Cash,3.1
O849,C5239,2025-01-02,20:28,Madurai,Velachery,A2B,Fried Rice,Veg,2,131,32,Card,3.4
O850,C7951,2025-10-30,20:25,Coimbatore,Porur,Dominos,Sandwich,Non-Veg,2,242,30,Cash,4.8
O851,C4631,2025-02-17,12:11,Coimbatore,T Nagar,A2B,Chicken 65,Non-Veg,2,429,48,Card,3.3
O852,C9119,2025-04-20,23:23,Trichy,Velachery,Dominos,Noodles,Non-Veg,4,176,35,Card,3.2
O853,C3004,2025-03-03,12:58,Coimbatore,Tambaram,Dominos,Dosa,Non-Veg,1,413,20,Cash,3.6
O854,C1383,2025-07-04,06:13,Chennai,T Nagar,KFC,Noodles,Veg,2,108,33,Card,3.8
O855,C3960,2025-10-08,00:14,Trichy,Tambaram,Burger King,Burger,Veg,4,142,38,Cash,4.6
O856,C6665,2025-10-16,11:27,Madurai,Anna Nagar,A2B,Chicken 65,Veg,5,396,24,Card,4.6
O857,C6816,2025-10-02,11:42,Coimbatore,T Nagar,A2B,Biryani,Veg,2,167,36,UPI,4.5
O858,C8268,2025-02-23,20:22,Trichy,Tambaram,KFC,Dosa,Veg,3,409,25,Card,4.1
O859,C6805,2025-08-06,11:15,Chennai,Velachery,KFC,Fried Rice,Non-Veg,5,350,21,UPI,3.0
O860,C9810,2025-11-05,06:32,Chennai,Tambaram,A2B,Pizza,Veg,5,187,48,UPI,3.6
O861,C9886,2025-02-16,12:33,Trichy,Anna Nagar,Dominos,Pizza,Veg,5,274,30,UPI,4.3
O862,C2464,2025-11-26,04:24,Coimbatore,Porur,Burger King,Fried Rice,Non-Veg,1,186,48,Cash,3.9
O863,C4869,2025-05-09,05:17,Chennai,Anna Nagar,SS Hyderabad,Chicken 65,Non-Veg,1,111,59,UPI,3.8
O864,C8181,2025-02-28,17:06,Chennai,T Nagar,SS Hyderabad,Sandwich,Non-Veg,3,320,40,Card,4.9
O865,C1331,2025-02-13,15:28,Trichy,Velachery,A2B,Dosa,Veg,1,178,36,UPI,4.2
O866,C1180,2025-07-30,04:32,Chennai,Tambaram,Dominos,Sandwich,Non-Veg,2,361,39,Cash,4.4
O867,C3706,2025-03-30,18:51,Chennai,Anna Nagar,SS Hyderabad,Meals,Non-Veg,5,246,29,Cash,4.7
O868,C6887,2025-02-07,23:48,Coimbatore,Anna Nagar,Dominos,Fried Rice,Veg,1,293,17,UPI,4.7
O869,C3914,2025-07-18,06:59,Trichy,Velachery,A2B,Noodles,Non-Veg,4,276,54,Card,4.6
O870,C6715,2025-07-18,22:14,Coimbatore,Velachery,Burger King,Pizza,Veg,3,272,19,UPI,4.9
O871,C3368,2025-09-11,18:52,Salem,Velachery,A2B,Pizza,Non-Veg,4,348,42,UPI,4.1
O872,C3573,2025-02-01,03:20,Trichy,Porur,KFC,Burger,Veg,1,188,47,UPI,4.4
O873,C6210,2025-02-02,22:53,Trichy,T Nagar,A2B,Meals,Non-Veg,1,253,36,UPI,3.3
O874,C2946,2025-07-08,01:23,Chennai,Anna Nagar,SS Hyderabad,Pizza,Veg,3,138,40,Cash,4.2
O875,C4486,2025-08-25,15:09,Coimbatore,T Nagar,KFC,Chicken 65,Non-Veg,4,343,19,Card,3.3
O876,C7556,2025-04-12,02:32,Trichy,T Nagar,Dominos,Sandwich,Veg,2,465,27,Cash,4.8
O877,C8906,2025-05-20,03:28,Salem,Porur,Dominos,Biryani,Non-Veg,3,336,58,Card,4.9
O878,C9482,2025-08-22,22:56,Coimbatore,Tambaram,A2B,Meals,Non-Veg,3,190,59,Card,4.7
O879,C4936,2025-05-10,00:36,Coimbatore,Anna Nagar,SS Hyderabad,Sandwich,Veg,5,385,31,UPI,3.7
O880,C6049,2025-05-18,03:28,Madurai,Anna Nagar,SS Hyderabad,Dosa,Non-Veg,4,179,54,Card,4.8
O881,C5886,2025-12-07,23:25,Salem,Anna Nagar,KFC,Burger,Veg,1,299,29,Cash,4.1
O882,C1791,2025-09-26,03:48,Chennai,Porur,Burger King,Burger,Non-Veg,4,141,24,Card,3.0
O883,C9916,2025-04-08,00:36,Coimbatore,Tambaram,SS Hyderabad,Noodles,Veg,3,96,32,Card,4.2
O884,C5212,2025-02-12,21:35,Madurai,T Nagar,Dominos,Fried Rice,Non-Veg,2,427,33,Card,3.5
O885,C7597,2025-11-17,04:01,Trichy,Velachery,Dominos,Chicken 65,Non-Veg,4,406,54,Card,3.2
O886,C4007,2025-07-02,06:26,Chennai,Porur,SS Hyderabad,Dosa,Non-Veg,3,488,36,Cash,3.9
O887,C3991,2025-12-29,11:13,Madurai,Porur,KFC,Sandwich,Non-Veg,3,241,44,Card,4.7
O888,C2988,2025-03-01,00:22,Salem,Anna Nagar,A2B,Burger,Non-Veg,3,467,31,Card,3.1
O889,C7840,2025-07-30,06:45,Coimbatore,Anna Nagar,KFC,Parotta,Veg,4,441,46,UPI,4.7
O890,C8965,2025-10-22,12:41,Coimbatore,T Nagar,Dominos,Noodles,Non-Veg,3,482,22,Cash,4.6
O891,C4715,2025-09-25,03:51,Madurai,T Nagar,A2B,Noodles,Non-Veg,1,246,49,UPI,3.6
O892,C7801,2025-05-08,18:11,Trichy,Anna Nagar,Dominos,Pizza,Veg,3,441,58,Cash,3.4
O893,C9382,2025-06-13,01:13,Coimbatore,T Nagar,A2B,Dosa,Non-Veg,3,319,15,Card,3.5
O894,C4177,2025-02-10,00:13,Coimbatore,Anna Nagar,Dominos,Biryani,Veg,4,346,58,Cash,3.4
O895,C4093,2025-10-01,12:21,Chennai,Tambaram,SS Hyderabad,Sandwich,Veg,5,265,39,Card,4.3
O896,C7187,2025-04-16,17:36,Chennai,T Nagar,Burger King,Dosa,Non-Veg,5,406,41,Card,3.3
O897,C8151,2025-04-21,05:01,Coimbatore,Velachery,SS Hyderabad,Fried Rice,Non-Veg,2,226,42,Card,3.9
O898,C3114,2025-03-22,07:04,Chennai,Porur,Burger King,Noodles,Non-Veg,5,337,28,UPI,3.9
O899,C1580,2025-09-27,05:13,Salem,Porur,A2B,Chicken 65,Veg,4,413,25,Cash,4.2
O900,C7331,2025-12-19,18:50,Madurai,T Nagar,A2B,Meals,Veg,2,434,22,Card,3.3
O901,C2155,2025-08-01,15:39,Chennai,T Nagar,Dominos,Dosa,Non-Veg,1,193,59,UPI,3.0
O902,C2053,2025-01-31,09:54,Coimbatore,T Nagar,KFC,Meals,Veg,1,181,34,UPI,4.6
O903,C9288,2025-03-25,04:48,Madurai,T Nagar,SS Hyderabad,Fried Rice,Veg,5,136,51,Cash,3.0
O904,C8042,2025-03-30,16:17,Madurai,Velachery,A2B,Meals,Non-Veg,4,381,46,UPI,3.7
O905,C7699,2025-06-24,03:54,Madurai,Tambaram,Burger King,Dosa,Veg,4,403,15,Cash,4.6
O906,C3659,2025-03-04,04:57,Chennai,Anna Nagar,Burger King,Biryani,Veg,1,142,23,Cash,3.8
O907,C5589,2025-02-15,14:38,Salem,Porur,Dominos,Burger,Veg,5,85,17,Cash,4.3
O908,C3352,2025-11-26,17:59,Chennai,Tambaram,SS Hyderabad,Parotta,Non-Veg,5,278,35,Card,4.5
O909,C7394,2025-01-18,03:02,Coimbatore,T Nagar,A2B,Biryani,Veg,5,397,44,Card,4.1
O910,C6536,2025-03-08,06:01,Trichy,Tambaram,KFC,Parotta,Non-Veg,4,227,19,Cash,4.0
O911,C7470,2025-09-21,20:03,Coimbatore,Tambaram,SS Hyderabad,Chicken 65,Veg,1,163,19,Card,3.9
O912,C2934,2025-05-07,02:08,Salem,Velachery,A2B,Dosa,Veg,5,468,47,Cash,3.4
O913,C1504,2025-07-12,00:10,Salem,Tambaram,Dominos,Noodles,Non-Veg,4,395,47,UPI,4.3
O914,C3967,2025-07-10,17:15,Madurai,T Nagar,SS Hyderabad,Burger,Veg,4,168,38,UPI,4.2
O915,C3862,2025-02-05,11:56,Madurai,Velachery,KFC,Biryani,Non-Veg,5,212,36,UPI,3.1
O916,C1486,2025-05-14,22:17,Coimbatore,Anna Nagar,KFC,Chicken 65,Non-Veg,3,273,31,Cash,3.2
O917,C6901,2025-08-01,03:27,Salem,Velachery,SS Hyderabad,Burger,Veg,4,196,20,UPI,3.4
O918,C2926,2025-08-24,15:54,Salem,Velachery,Burger King,Pizza,Veg,2,100,48,Cash,3.4
O919,C7780,2025-09-15,16:22,Salem,T Nagar,A2B,Meals,Non-Veg,1,359,58,Cash,3.9
O920,C4100,2025-11-28,14:26,Coimbatore,Porur,A2B,Pizza,Veg,3,179,59,Cash,3.1
O921,C7896,2025-12-18,12:37,Madurai,Anna Nagar,A2B,Dosa,Non-Veg,1,303,35,Cash,4.3
O922,C7208,2025-09-26,16:08,Chennai,Velachery,A2B,Fried Rice,Veg,2,313,15,Cash,4.3
O923,C4586,2025-09-22,10:01,Chennai,Porur,Dominos,Dosa,Veg,3,318,51,UPI,3.2
O924,C2225,2025-11-01,17:16,Trichy,Porur,Burger King,Parotta,Non-Veg,2,130,18,Cash,3.1
O925,C3935,2025-03-16,17:27,Salem,T Nagar,A2B,Sandwich,Veg,2,184,31,UPI,4.6
O926,C3859,2025-09-10,16:34,Trichy,Anna Nagar,Dominos,Meals,Non-Veg,4,185,54,Cash,4.9
O927,C6042,2025-08-04,02:32,Chennai,T Nagar,SS Hyderabad,Burger,Veg,3,279,31,Cash,3.8
O928,C1380,2025-04-23,08:42,Salem,Tambaram,KFC,Dosa,Veg,1,334,47,Cash,4.9
O929,C8728,2025-08-13,08:48,Trichy,T Nagar,SS Hyderabad,Sandwich,Veg,4,293,33,Card,3.7
O930,C3514,2025-02-14,15:32,Trichy,Velachery,SS Hyderabad,Pizza,Veg,4,110,54,UPI,5.0
O931,C8118,2025-03-31,06:49,Trichy,Anna Nagar,Burger King,Parotta,Veg,4,300,37,UPI,3.6
O932,C8185,2025-05-07,22:00,Madurai,Tambaram,Dominos,Dosa,Non-Veg,2,312,52,Card,3.1
O933,C9716,2025-09-30,13:48,Coimbatore,Anna Nagar,A2B,Burger,Veg,3,462,23,Cash,4.2
O934,C5709,2025-11-29,05:23,Coimbatore,T Nagar,SS Hyderabad,Meals,Veg,4,88,30,Cash,4.5
O935,C8768,2025-04-17,15:31,Salem,Anna Nagar,KFC,Pizza,Non-Veg,5,343,47,Card,4.5
O936,C2685,2025-10-11,18:03,Coimbatore,Anna Nagar,Burger King,Parotta,Veg,2,127,27,Card,4.4
O937,C6176,2025-03-11,16:59,Coimbatore,Anna Nagar,A2B,Chicken 65,Non-Veg,1,270,21,Cash,4.6
O938,C7340,2025-10-02,04:58,Coimbatore,Porur,Burger King,Dosa,Non-Veg,3,428,55,Cash,4.0
O939,C8368,2025-04-20,11:47,Madurai,Velachery,Burger King,Biryani,Veg,1,265,15,Cash,5.0
O940,C1885,2025-05-12,15:17,Madurai,Tambaram,Dominos,Chicken 65,Non-Veg,4,462,51,UPI,4.5
O941,C9825,2025-07-14,18:05,Salem,T Nagar,KFC,Burger,Veg,5,169,30,Cash,3.7
O942,C7467,2025-07-15,18:43,Salem,T Nagar,A2B,Dosa,Non-Veg,5,413,37,Cash,4.8
O943,C8444,2025-11-28,09:56,Salem,Tambaram,A2B,Noodles,Veg,4,139,55,Cash,4.5
O944,C7428,2025-08-13,17:55,Madurai,T Nagar,SS Hyderabad,Burger,Veg,4,210,40,Cash,3.6
O945,C9412,2025-03-29,04:30,Madurai,Tambaram,Dominos,Parotta,Veg,1,413,28,Card,4.8
O946,C8742,2025-03-25,18:11,Trichy,Porur,Dominos,Dosa,Non-Veg,2,147,39,Cash,4.7
O947,C5537,2025-03-07,09:01,Salem,Anna Nagar,A2B,Sandwich,Veg,1,192,28,UPI,3.3
O948,C9802,2025-06-20,18:53,Madurai,Porur,A2B,Pizza,Non-Veg,3,103,44,Card,3.6
O949,C1583,2025-04-17,20:22,Chennai,Velachery,A2B,Noodles,Non-Veg,4,434,60,Cash,4.2
O950,C6347,2025-05-19,18:32,Madurai,Tambaram,Burger King,Meals,Veg,4,449,33,Cash,4.3
O951,C3272,2025-10-07,20:08,Madurai,Anna Nagar,SS Hyderabad,Meals,Non-Veg,1,115,47,UPI,3.6
O952,C6175,2025-08-18,10:47,Coimbatore,Anna Nagar,A2B,Burger,Veg,4,489,40,Card,3.8
O953,C1409,2025-06-02,13:34,Coimbatore,Anna Nagar,KFC,Biryani,Non-Veg,5,283,40,Card,3.6
O954,C6626,2025-03-27,16:12,Coimbatore,Anna Nagar,SS Hyderabad,Burger,Non-Veg,2,377,38,UPI,3.6
O955,C2079,2025-02-28,17:42,Salem,Porur,KFC,Dosa,Veg,3,307,25,UPI,3.7
O956,C5884,2025-03-02,14:00,Madurai,Porur,Burger King,Biryani,Non-Veg,4,178,26,Cash,3.6
O957,C3873,2025-01-11,22:33,Madurai,T Nagar,Dominos,Chicken 65,Veg,5,316,20,Cash,3.8
O958,C2958,2025-06-20,20:19,Chennai,T Nagar,A2B,Meals,Non-Veg,3,181,54,Cash,3.6
O959,C9300,2025-10-07,00:13,Salem,T Nagar,Burger King,Meals,Non-Veg,5,327,45,Card,3.7
O960,C4727,2025-07-15,08:13,Madurai,Tambaram,A2B,Sandwich,Non-Veg,2,308,25,Card,4.6
O961,C1144,2025-05-21,20:36,Trichy,Anna Nagar,SS Hyderabad,Parotta,Non-Veg,3,388,22,Cash,3.7
O962,C9506,2025-04-10,01:00,Salem,Velachery,Dominos,Parotta,Non-Veg,5,219,37,Card,4.7
O963,C1728,2025-06-11,03:21,Trichy,Porur,Burger King,Fried Rice,Non-Veg,5,163,40,Card,3.2
O964,C4155,2025-06-20,09:16,Madurai,Tambaram,SS Hyderabad,Parotta,Non-Veg,2,180,29,UPI,3.8
O965,C9865,2025-04-12,14:48,Salem,Porur,Burger King,Dosa,Veg,4,400,48,UPI,4.1
O966,C3804,2025-05-26,05:13,Madurai,Tambaram,Burger King,Noodles,Veg,5,287,46,Card,4.4
O967,C5499,2025-12-01,10:45,Chennai,Porur,SS Hyderabad,Parotta,Veg,2,393,56,Card,4.2
O968,C1809,2025-08-11,13:04,Salem,T Nagar,KFC,Pizza,Non-Veg,4,322,33,Card,3.7
O969,C6650,2025-10-24,09:27,Chennai,Porur,KFC,Meals,Non-Veg,3,159,28,Cash,3.1
O970,C4501,2025-12-31,02:48,Madurai,Anna Nagar,KFC,Parotta,Veg,1,330,56,Cash,4.6
O971,C3604,2025-07-18,19:22,Salem,Velachery,Dominos,Burger,Non-Veg,3,325,20,UPI,3.9
O972,C9319,2025-02-04,04:17,Coimbatore,Tambaram,KFC,Pizza,Veg,4,459,26,Card,3.9
O973,C4848,2025-09-15,10:58,Trichy,Velachery,Dominos,Pizza,Veg,1,263,18,Card,4.4
O974,C8131,2025-05-28,04:52,Salem,T Nagar,SS Hyderabad,Sandwich,Veg,1,493,40,Card,4.1
O975,C3448,2025-11-03,23:49,Coimbatore,Porur,Dominos,Sandwich,Non-Veg,2,423,55,Card,4.5
O976,C2914,2025-09-07,03:48,Chennai,Tambaram,SS Hyderabad,Parotta,Veg,3,354,15,Card,4.0
O977,C3531,2025-06-08,03:18,Coimbatore,Velachery,Burger King,Sandwich,Non-Veg,5,406,22,Card,3.7
O978,C3150,2025-02-15,15:26,Salem,Porur,Dominos,Dosa,Veg,2,361,19,Cash,3.6
O979,C7784,2025-07-12,00:30,Madurai,Anna Nagar,A2B,Meals,Veg,2,475,37,UPI,3.6
O980,C4089,2025-03-23,13:08,Trichy,Velachery,Burger King,Dosa,Veg,3,405,15,Card,4.9
O981,C5050,2025-02-25,09:24,Chennai,T Nagar,KFC,Meals,Veg,4,361,35,UPI,3.5
O982,C7126,2025-12-10,07:41,Salem,Velachery,SS Hyderabad,Biryani,Veg,3,204,26,UPI,3.2
O983,C1892,2025-04-01,06:15,Chennai,Velachery,A2B,Noodles,Non-Veg,5,106,23,UPI,4.4
O984,C6398,2025-07-17,05:55,Salem,Tambaram,A2B,Chicken 65,Non-Veg,1,466,60,UPI,4.6
O985,C1176,2025-05-15,15:30,Coimbatore,Velachery,Burger King,Fried Rice,Veg,4,436,30,Card,3.4
O986,C9242,2025-05-31,03:17,Chennai,Tambaram,SS Hyderabad,Burger,Non-Veg,2,293,15,UPI,4.9
O987,C9396,2025-12-03,17:15,Coimbatore,T Nagar,Dominos,Chicken 65,Veg,3,220,23,Cash,3.6
O988,C8350,2025-06-09,21:30,Madurai,Velachery,SS Hyderabad,Parotta,Non-Veg,4,209,43,UPI,3.5
O989,C8779,2025-10-07,12:03,Coimbatore,Porur,Dominos,Chicken 65,Veg,4,319,56,Cash,3.7
O990,C5124,2025-02-02,09:49,Madurai,Velachery,SS Hyderabad,Noodles,Veg,2,245,19,Cash,3.9
O991,C5242,2025-07-14,18:19,Trichy,Velachery,Dominos,Noodles,Non-Veg,5,185,23,Cash,3.2
O992,C1204,2025-05-01,22:00,Trichy,Velachery,Dominos,Meals,Veg,2,167,40,UPI,3.3
O993,C2621,2025-08-15,13:34,Coimbatore,Tambaram,KFC,Fried Rice,Veg,3,451,56,Cash,4.0
O994,C1515,2025-07-08,22:08,Salem,Anna Nagar,A2B,Dosa,Non-Veg,1,215,50,Card,3.4
O995,C8711,2025-08-07,15:56,Chennai,Tambaram,KFC,Biryani,Non-Veg,1,264,38,Card,4.0
O996,C7653,2025-05-04,00:36,Chennai,Anna Nagar,Dominos,Chicken 65,Veg,4,107,30,UPI,4.1
O997,C6954,2025-05-06,15:43,Chennai,T Nagar,Burger King,Pizza,Non-Veg,2,295,38,Cash,3.8
O998,C3439,2025-10-14,18:41,Chennai,T Nagar,Dominos,Chicken 65,Veg,2,308,47,Cash,4.2
O999,C6960,2025-03-08,06:19,Madurai,Velachery,KFC,Parotta,Non-Veg,4,214,60,UPI,4.6
O1000,C1798,2025-02-09,23:35,Coimbatore,Anna Nagar,A2B,Dosa,Veg,5,117,18,Card,4.5
O1001,C6125,2025-02-19,08:10,Salem,Porur,A2B,Biryani,Non-Veg,3,500,45,UPI,3.1
O1002,C1265,2025-10-25,15:08,Chennai,Anna Nagar,KFC,Fried Rice,Veg,3,172,55,Cash,4.0
O1003,C4665,2025-04-08,07:35,Madurai,Velachery,Dominos,Biryani,Veg,1,130,22,Card,3.0
O1004,C6725,2025-12-27,16:43,Coimbatore,Velachery,KFC,Parotta,Veg,4,281,18,Card,4.0
O1005,C5276,2025-11-22,04:59,Madurai,Porur,KFC,Burger,Veg,1,374,54,Cash,3.7
O1006,C6884,2025-01-12,12:00,Madurai,Porur,Burger King,Biryani,Veg,5,367,29,UPI,3.2
O1007,C9341,2025-12-11,23:53,Chennai,Porur,Dominos,Meals,Non-Veg,4,455,46,Cash,4.4
O1008,C6881,2025-09-27,00:24,Chennai,Porur,Dominos,Parotta,Non-Veg,2,226,17,Cash,3.6
O1009,C8875,2025-06-25,22:05,Madurai,Porur,Dominos,Fried Rice,Veg,1,364,36,Card,3.3
O1010,C4633,2025-03-22,12:02,Trichy,Tambaram,SS Hyderabad,Meals,Veg,4,255,60,UPI,4.5
O1011,C9985,2025-05-03,10:43,Chennai,Anna Nagar,Burger King,Dosa,Veg,4,326,46,Card,4.1
O1012,C5952,2025-12-21,00:31,Salem,T Nagar,SS Hyderabad,Noodles,Non-Veg,3,408,21,Cash,3.9
O1013,C9854,2025-03-01,11:40,Coimbatore,Velachery,KFC,Biryani,Non-Veg,3,149,27,Card,3.4
O1014,C3121,2025-07-15,10:58,Trichy,Tambaram,SS Hyderabad,Sandwich,Veg,1,447,59,UPI,4.3
O1015,C6683,2025-02-05,01:07,Trichy,Porur,KFC,Dosa,Veg,1,262,37,Card,4.4
O1016,C4725,2025-10-01,04:34,Coimbatore,Anna Nagar,KFC,Biryani,Non-Veg,2,355,51,UPI,3.4
O1017,C4520,2025-06-24,00:21,Salem,T Nagar,Dominos,Parotta,Non-Veg,5,399,21,Cash,3.8
O1018,C2980,2025-08-21,00:08,Chennai,T Nagar,SS Hyderabad,Sandwich,Veg,1,322,32,Cash,3.8
O1019,C5018,2025-12-14,09:21,Trichy,Anna Nagar,KFC,Dosa,Veg,3,439,29,Cash,4.3
O1020,C5380,2025-05-05,17:10,Coimbatore,Tambaram,SS Hyderabad,Biryani,Veg,3,349,21,Cash,4.1
O1021,C8498,2025-05-21,14:00,Coimbatore,Tambaram,SS Hyderabad,Biryani,Non-Veg,4,335,54,UPI,3.8
O1022,C9566,2025-01-22,17:53,Chennai,T Nagar,Burger King,Dosa,Veg,3,129,40,Cash,4.2
O1023,C5410,2025-05-23,22:34,Madurai,T Nagar,Dominos,Meals,Non-Veg,5,361,45,Card,3.6
O1024,C4580,2025-10-16,21:53,Madurai,Velachery,Burger King,Chicken 65,Non-Veg,4,111,45,Cash,3.4
O1025,C2893,2025-02-02,13:50,Chennai,T Nagar,Burger King,Chicken 65,Veg,5,347,43,Cash,3.5
O1026,C6985,2025-04-27,22:36,Coimbatore,Anna Nagar,Dominos,Parotta,Veg,4,208,40,Cash,3.9
O1027,C6004,2025-01-12,16:08,Coimbatore,Velachery,A2B,Biryani,Veg,2,404,29,Cash,4.0
O1028,C2503,2025-10-30,16:10,Salem,Anna Nagar,Dominos,Meals,Veg,4,88,35,Cash,3.7
O1029,C3234,2025-05-08,17:18,Trichy,T Nagar,Dominos,Fried Rice,Veg,1,468,49,Cash,5.0
O1030,C2746,2025-07-24,13:35,Coimbatore,T Nagar,A2B,Parotta,Non-Veg,3,185,24,Cash,3.5
O1031,C7134,2025-06-13,16:41,Coimbatore,T Nagar,Burger King,Pizza,Non-Veg,5,194,60,UPI,3.6
O1032,C9800,2025-03-26,10:41,Trichy,T Nagar,Burger King,Meals,Non-Veg,5,96,18,UPI,4.5
O1033,C6415,2025-05-12,09:28,Salem,Tambaram,KFC,Burger,Non-Veg,1,432,23,Card,4.8
O1034,C6489,2025-04-09,09:48,Madurai,Anna Nagar,A2B,Burger,Non-Veg,5,392,50,UPI,3.5
O1035,C1474,2025-07-05,00:10,Chennai,Tambaram,KFC,Chicken 65,Veg,1,371,35,UPI,3.7
O1036,C9726,2025-02-06,09:11,Salem,Porur,A2B,Noodles,Non-Veg,2,274,31,Card,4.1
O1037,C2654,2025-11-20,16:54,Salem,T Nagar,A2B,Meals,Non-Veg,5,324,23,UPI,3.6
O1038,C1239,2025-03-17,10:45,Salem,Porur,SS Hyderabad,Parotta,Veg,4,450,29,Card,3.5
O1039,C2263,2025-11-05,14:09,Salem,Velachery,A2B,Burger,Non-Veg,4,405,35,Cash,4.2
O1040,C4066,2025-12-29,12:54,Salem,Velachery,A2B,Dosa,Veg,1,472,25,UPI,4.7
O1041,C9558,2025-05-03,11:28,Trichy,Tambaram,A2B,Chicken 65,Non-Veg,5,119,23,Card,4.0
O1042,C9710,2025-04-13,00:07,Madurai,T Nagar,A2B,Chicken 65,Non-Veg,5,424,39,UPI,4.6
O1043,C2975,2025-12-22,10:21,Madurai,Porur,Burger King,Dosa,Veg,1,212,26,UPI,4.4
O1044,C2931,2025-09-17,00:36,Salem,Anna Nagar,Burger King,Noodles,Non-Veg,1,90,48,Cash,3.2
